imageId,distance(km),imageFraction
C4394019,2532537,0.83249
C4394022,2532537,0.0
C4394026,2532537,0.0
C4394030,2532537,0.0
C4394034,2532537,0.0
C4394038,2532537,0.0
C4394042,2532537,0.0
C4394046,2532537,0.0
C4394050,2532537,0.0
C4394054,2532537,0.0
C4394058,2532537,0.0
C4394102,2532537,0.0
C4394106,2532537,0.0
C4394110,2532537,0.0
C4394114,2532537,0.0
C4394118,2532537,0.0
C4394122,2532537,0.0
C4394126,2532537,0.0
C4394130,2532537,0.0
C4394134,2532537,0.0
C4394138,2532537,0.0
C4394142,2483391,0.84897
C4394146,2481103,0.84975
C4394150,2478815,0.85054
C4394154,2476526,0.85132
C4394158,2474238,0.85211
C4394202,2471949,0.8529
C4394206,2469660,0.85369
C4394210,2467371,0.85448
C4394214,2465082,0.85527
C4394218,2462792,0.85607
C4394222,2460503,0.85687
C4394226,2458213,0.85766
C4394233,2454205,6.42074
C4394236,2454205,0.85907
C4394240,2450196,6.43125
C4394243,2450196,0.86047
C4394247,2446187,6.44179
C4394250,2446187,0.86188
C4394254,2442178,6.45237
C4394257,2442178,0.8633
C4394304,2249727,0.06739
C4394307,2249252,0.0674
C4394310,2248778,0.06742
C4394313,2248307,0.06743
C4394316,2247839,0.06745
C4394319,2247373,0.06746
C4394328,1189149,0.03136
C4394332,1186807,0.03142
C4394336,1184467,0.03148
C4394340,1182128,0.03155
C4394344,1179791,0.03161
C4394348,1177455,0.03167
C4394352,2408932,6.54143
C4394355,2408932,0.87521
C4394359,2404917,6.55236
C4394402,2404917,0.87668
C4394406,2400901,6.56332
C4394409,2400901,0.87814
C4394413,2396885,6.57432
C4394416,2396885,0.87961
C4394420,2392868,0.88109
C4394424,2390572,0.88194
C4394428,2388276,0.88279
C4394432,2385980,0.88364
C4394436,2383684,0.88449
C4394440,2381387,0.88534
C4394444,2379090,0.88619
C4394448,2376793,0.88705
C4394452,2374496,0.88791
C4394456,2372199,0.88877
C4394500,2369901,0.88963
C4394504,2367603,0.8905
C4394511,2363582,6.66697
C4394514,2363582,0.89201
C4394518,2359559,6.67834
C4394521,2359559,0.89353
C4394525,2355536,6.68975
C4394528,2355536,0.89506
C4394532,2351513,6.70119
C4394535,2351513,0.89659
C4394539,2347488,0.89813
C4394543,2345189,0.89901
C4394547,2342889,0.89989
C4394551,2340588,0.90078
C4394555,2338288,0.90166
C4394559,2335987,0.90255
C4394603,2333686,0.90344
C4394607,2331385,0.90433
C4394611,2329084,0.90523
C4394615,2326782,0.90612
C4394619,2324480,0.90702
C4394623,2322178,0.90792
C4394627,2319876,0.90882
C4394631,2317574,0.90972
C4394635,2315271,6.80611
C4394638,2315271,0.91063
C4394642,2311241,6.81798
C4394645,2311241,0.91222
C4394649,2307210,6.8299
C4394652,2307210,0.91381
C4394656,2303179,6.84185
C4394659,2303179,0.91541
C4394703,2299147,0.91701
C4394707,2296842,0.91794
C4394711,2294538,0.91886
C4394715,2292233,0.91978
C4394719,2289928,0.92071
C4394723,2287623,0.92164
C4394727,2285317,0.92257
C4394731,2283011,0.9235
C4394735,2280706,0.92443
C4394739,2278399,0.92537
C4394743,2276093,0.92631
C4394747,2273787,0.92724
C4394752,2270903,6.93912
C4394755,2270903,0.92842
C4394759,2266865,6.95148
C4394802,2266865,0.93008
C4394806,2262827,6.96389
C4394809,2262827,0.93174
C4394813,2258788,6.97634
C4394816,2258788,0.9334
C4394820,2254749,0.93508
C4394824,2252440,0.93603
C4394828,2250131,0.937
C4394832,2247822,0.93796
C4394836,2245513,0.93892
C4394840,2243203,0.93989
C4394844,2240893,0.94086
C4394848,2238583,0.94183
C4394852,2236273,0.9428
C4394856,2233963,0.94378
C4394900,2231652,0.94476
C4394911,1692304,0.41107
C4394916,1688777,0.05511
C4394921,1685251,0.41279
C4394926,1681728,0.05534
C4394932,1677502,0.05548
C4394938,1673278,0.05562
C4394951,2202170,0.95741
C4394957,2198699,0.95892
C4395003,2195227,0.96044
C4395009,2191755,0.96196
C4395015,2188283,0.96348
C4395021,2184810,0.96502
C4395027,2181336,0.96655
C4395033,2177862,0.9681
C4395039,2174387,0.96964
C4395045,2170912,0.9712
C4395050,2591528,0.07957
C4395056,2589246,0.07964
C4395102,2586955,0.07971
C4395108,2584656,0.07978
C4395225,2112909,0.99786
C4395231,2109424,0.99951
C4395237,2105938,1.00117
C4395243,2102452,1.00283
C4395249,2098965,1.00449
C4395255,2095477,1.00617
C4395301,2091989,1.00784
C4395307,2088501,1.00953
C4395313,2085011,1.01122
C4395319,2081522,1.01291
C4395325,2078031,1.01462
C4395331,2074540,1.01632
C4395337,2071049,1.01804
C4395343,2067557,1.01976
C4395349,2064064,1.02148
C4395355,2060570,1.02322
C4395401,2057077,1.02495
C4395407,2053582,1.0267
C4395413,2050087,1.02845
C4395419,2046591,1.03021
C4395425,2043095,1.03197
C4395431,2039598,1.03374
C4395437,2036100,1.03552
C4395443,2032602,1.0373
C4395449,2029103,1.03909
C4395455,2025604,1.04088
C4395501,2022104,1.04269
C4395507,2018603,1.04449
C4395513,2015102,1.04631
C4395519,2011600,1.04813
C4395525,2008098,1.04996
C4395531,2004594,1.0518
C4395537,2001091,1.05364
C4395543,1997586,1.05549
C4395549,1994081,1.05734
C4395555,1990576,1.05921
C4395601,1987069,1.06108
C4395607,1983562,1.06295
C4395613,1980055,1.06484
C4395619,1976547,1.06673
C4395625,1973038,1.06862
C4395631,1969528,1.07053
C4395637,1966018,1.07244
C4395643,1962507,1.07436
C4395649,1958996,1.07629
C4395655,1955484,1.07822
C4395701,1951971,1.08016
C4395707,1948458,1.08211
C4395713,1944944,1.08406
C4395719,1941429,1.08603
C4395725,1937913,1.088
C4395731,1934397,1.08998
C4395737,1930881,1.09196
C4395743,1927363,1.09396
C4395749,1923845,1.09596
C4395755,1920326,1.09797
C4395801,1916807,1.09998
C4395807,1913287,1.10201
C4395813,1909766,1.10404
C4395819,1906245,1.10608
C4395825,1902723,1.10813
C4395831,1899200,1.11018
C4395837,1895676,1.11225
C4395843,1892152,1.11432
C4395906,692761,0.05383
C4395909,692761,0.0072
C4395913,2067057,0.06929
C4395917,2063254,0.06942
C4395921,2059442,0.06955
C4395925,2055621,0.06968
C4395929,1272334,0.54675
C4395932,1270394,0.07326
C4395935,1268456,0.54842
C4395938,1266519,0.07348
C4395941,1264583,0.5501
C4395944,1262648,0.07371
C4395948,1260070,0.07386
C4396001,1846273,1.14202
C4396005,1843917,1.14348
C4396009,1841561,1.14494
C4396013,1839204,1.14641
C4396017,1836847,1.14788
C4396021,1834490,1.14936
C4396025,1832132,1.15084
C4396029,1829774,1.15232
C4396033,1827416,1.15381
C4396037,1825057,1.1553
C4396041,1822698,1.1568
C4396045,1820339,1.15829
C4396049,1817980,1.1598
C4396053,1815620,1.16131
C4396057,1813259,1.16282
C4396101,1810899,1.16433
C4396105,1808538,1.16586
C4396109,1806177,1.16738
C4396113,1803815,1.16891
C4396117,1801453,1.17044
C4396121,1799091,1.17198
C4396125,1796728,1.17352
C4396129,1794365,1.17507
C4396133,1792002,1.17662
C4396137,1789638,1.17817
C4396141,1787274,1.17973
C4396145,1784910,1.18129
C4396149,1782546,1.18286
C4396153,1780181,1.18443
C4396157,1777815,1.18601
C4396201,1775450,1.18759
C4396205,1773084,1.18918
C4396209,1770717,1.19077
C4396213,1768350,1.19236
C4396217,1765983,1.19396
C4396221,1763616,1.19556
C4396225,1761248,1.19717
C4396229,1758880,1.19878
C4396233,1756512,1.2004
C4396237,1754143,1.20202
C4396241,1751774,1.20365
C4396245,1749404,1.20528
C4396249,1747035,1.20691
C4396253,1744664,1.20855
C4396257,1742294,1.2102
C4396301,1739923,1.21185
C4396305,1737552,1.2135
C4396317,1820685,0.07867
C4396320,1820685,0.01052
C4396324,2027287,0.07478
C4396328,2025857,0.07484
C4396332,2024420,0.07489
C4396336,2022975,0.07494
C4396339,2022975,0.01002
C4396343,581349,0.06415
C4396347,579947,0.0643
C4396351,578552,0.06446
C4396355,577164,0.06461
C4396358,577164,0.00864
C4396410,1698968,1.24107
C4396414,1696590,1.24281
C4396418,1694212,1.24456
C4396422,1691834,1.24631
C4396426,1689455,1.24806
C4396430,1687076,1.24982
C4396434,1684697,1.25159
C4396438,1682317,1.25336
C4396442,1679937,1.25514
C4396446,1677556,1.25692
C4396450,1675176,1.25871
C4396454,1672794,1.2605
C4396458,1670413,1.2623
C4396502,1668031,1.2641
C4396506,1665648,1.26591
C4396510,1663265,1.26772
C4396514,1660882,1.26954
C4396518,1658498,1.27137
C4396522,1656114,1.2732
C4396526,1653730,1.27504
C4396530,1651345,1.27688
C4396534,1648960,1.27873
C4396538,1646575,1.28058
C4396542,1644189,1.28244
C4396546,1641802,1.2843
C4396550,1639416,1.28617
C4396554,1637029,1.28805
C4396558,1634641,1.28993
C4396602,1632253,1.29182
C4396606,1629865,1.29371
C4396610,1627476,1.29561
C4396614,1625087,1.29752
C4396618,1622698,1.29943
C4396622,1620308,1.30135
C4396626,1617917,1.30327
C4396630,1615527,1.3052
C4396634,1613136,1.30714
C4396638,1610744,1.30908
C4396651,1749473,0.03058
C4396654,1749473,0.00409
C4396658,2112100,0.09763
C4396702,2109667,0.09774
C4396706,2107230,0.09785
C4396710,2104790,0.09797
C4396714,2102346,0.09808
C4396720,986510,0.09434
C4396724,984286,0.70676
C4396727,984286,0.09456
C4396731,980404,0.09493
C4396735,978191,0.71116
C4396738,978191,0.09515
C4396741,974881,0.71358
C4396745,972679,0.71519
C4396748,972679,0.09569
C4396749,972679,0.09569
C4396752,1771625,0.03844
C4396755,1771625,0.00514
C4396802,506775,0.07359
C4396805,506775,0.00984
C4396809,1503679,0.09525
C4396813,1499309,0.09553
C4396817,1494941,0.09581
C4396821,1490575,0.09609
C4396849,1532192,1.37622
C4396853,1529786,1.37839
C4396857,1527380,1.38056
C4396901,1524973,1.38274
C4396905,1522566,1.38493
C4396909,1520158,1.38712
C4396913,1517750,1.38933
C4396917,1515342,1.39153
C4396921,1512933,1.39375
C4396925,1510524,1.39598
C4396929,1508114,1.39821
C4396933,1505704,1.40045
C4396945,1498470,1.40721
C4396949,1496058,1.40948
C4396953,1493645,1.41176
C4396957,1491232,1.41404
C4397001,1488819,1.41634
C4397005,1486405,1.41864
C4397009,1483991,1.42095
C4397139,1429542,1.4751
C4397143,1427116,1.47761
C4397147,1424690,1.48012
C4397151,1422264,1.48265
C4397155,1419836,1.48519
C4397159,1417409,1.48773
C4397203,1414981,1.49029
C4397211,473859,0.0787
C4397215,473693,0.07873
C4397219,473539,0.07876
C4397223,473396,0.07878
C4397227,473266,0.0788
C4397231,473148,0.07882
C4397235,473042,0.07884
C4397239,472948,0.07885
C4397243,472865,0.07887
C4397246,472865,0.01055
C4397250,820343,0.11346
C4397254,818586,0.1137
C4397258,816836,0.11394
C4397302,815093,0.11419
C4397306,813358,0.11443
C4397310,811631,0.11467
C4397419,1332116,1.58305
C4397423,1329670,1.58596
C4397427,1327223,1.58889
C4397431,1324775,1.59183
C4397435,1322327,1.59478
C4397439,1319878,1.59774
C4397443,1317429,1.60071
C4397448,1515924,0.04492
C4397451,1515924,0.00601
C4397455,476868,0.07821
C4397458,476868,0.01046
C4397503,1077747,0.1329
C4397507,1074073,0.13336
C4397511,1070412,0.13381
C4397515,1066763,0.13427
C4397519,1063126,0.13473
C4397523,1059502,0.13519
C4397527,1059502,0.0028
C4397531,1059502,0.0028
C4397535,1059502,0.0028
C4397539,1059502,0.0028
C4397542,1281235,1.64596
C4397546,1278777,1.64912
C4397550,1276318,1.6523
C4397554,1273858,1.6555
C4397558,1271398,1.6587
C4397602,1268937,1.66192
C4397606,1266476,1.66515
C4397614,741068,0.93872
C4397618,739746,0.9404
C4397622,738435,0.12604
C4397626,737133,0.12626
C4397630,735842,0.94539
C4397634,734561,0.94704
C4397638,733289,0.94868
C4397641,732343,0.12709
C4397645,731089,0.12731
C4397649,729846,0.12752
C4397653,728613,0.12774
C4397657,727390,0.12795
C4397701,726178,0.12817
C4397705,724977,0.12838
C4397714,1700864,0.12123
C4397717,1700864,0.01622
C4397721,1569722,0.09658
C4397725,1566820,0.09676
C4397729,1563912,0.09694
C4397733,1560998,0.09712
C4397737,1356973,0.05018
C4397741,1352910,0.05034
C4397745,1348836,0.05049
C4397749,1344749,0.05064
C4397753,1340650,0.0508
C4397757,1336539,0.05095
C4397824,1181181,1.78549
C4397829,1178697,1.78926
C4397832,1176213,1.79304
C4397836,1173728,1.79684
C4397840,1171242,1.80066
C4397844,1168756,1.80449
C4397848,1166269,1.80834
C4397856,696009,0.13372
C4397902,694695,1.00138
C4397908,693409,1.00324
C4397914,692149,0.13447
C4397920,690917,0.13471
C4397926,689712,0.13494
C4397932,688535,0.13518
C4397937,687575,1.01175
C4397943,686449,1.01341
C4397949,685351,0.1358
C4397955,684281,0.13602
C4398001,683240,0.13622
C4398009,837411,0.17105
C4398015,833624,0.17182
C4398021,829875,0.1726
C4398027,826165,0.17337
C4398032,1101361,1.91501
C4398038,1097602,1.92158
C4398044,1093841,1.92819
C4398050,1090078,1.93485
C4398056,1086314,1.94156
C4398102,1082547,1.94832
C4398108,1078780,1.95513
C4398114,1075010,1.962
C4398120,1071239,1.96891
C4398126,1067466,1.97588
C4398132,1063691,1.9829
C4398138,1059915,1.98997
C4398144,1056137,1.99709
C4398150,1052357,2.00427
C4398156,1048575,2.01151
C4398202,1044791,2.0188
C4398208,1041006,2.02615
C4398214,1037219,2.03356
C4398220,1033430,2.04102
C4398225,938802,0.057
C4398235,1023950,15.39612
C4398241,1020155,15.45346
C4398247,1020155,0.01086
C4398253,1012559,15.56952
C4398259,1012559,0.01094
C4398305,1012559,0.01094
C4398311,1012559,0.01094
C4398317,1012559,0.01094
C4398323,975003,0.06985
C4398329,968122,0.07034
C4398335,961244,0.07085
C4398341,954368,0.07136
C4398347,947496,0.07188
C4398353,940627,0.0724
C4398402,666141,1.04431
C4398405,666243,0.1397
C4398408,666353,1.04397
C4398411,666471,0.13965
C4398414,666597,1.04359
C4398417,666731,0.1396
C4398420,666873,1.04316
C4398423,667023,0.13954
C4398426,667180,1.04268
C4398429,667345,0.13947
C4398432,667519,1.04215
C4398435,667700,0.13939
C4398438,667889,1.04157
C4398441,668085,0.13931
C4398444,668290,1.04095
C4398447,668503,0.13923
C4398450,668723,1.04027
C4398454,669029,1.0398
C4398458,669349,1.0393
C4398502,669683,1.03878
C4398505,669683,0.13898
C4398510,670393,0.13883
C4398514,670769,0.13876
C4398518,671159,1.0365
C4398522,671563,0.13859
C4398526,671980,0.13851
C4398533,686068,0.20878
C4398537,684810,0.20916
C4398541,683565,0.20954
C4398545,682331,0.20992
C4398549,681110,0.2103
C4398553,679900,0.21067
C4398610,786113,0.08663
C4398613,786113,0.01159
C4398857,634313,0.22581
C4398902,905085,0.05912
C4398906,602157,0.1131
C4398910,598271,0.11383
C4398914,594400,0.11457
C4398918,590545,0.11532
C4398922,586706,0.11608
C4399025,722265,2.92196
C4399029,717632,2.94087
C4399033,714983,2.95179
C4399037,712333,2.96279
C4399043,747096,0.93115
C4399046,748177,0.1244
C4399050,749628,0.12416
C4399054,751091,0.12392
C4399058,752565,0.12367
C4399102,754051,0.12343
C4399106,755547,0.92073
C4399109,755547,0.12319
C4399114,755547,0.02074
C4399118,685100,3.08084
C4399122,682436,3.0929
C4399126,679771,3.10506
C4399130,677104,3.11732
C4399134,674437,3.12967
C4399138,671768,3.14214
C4399142,669098,3.15471
C4399146,666426,3.16739
C4399150,663754,3.18018
C4399154,661080,3.19307
C4399158,658405,3.20608
C4399202,655728,3.2192
C4399206,653050,3.23244
C4399210,441997,0.15408
C4399216,594516,0.24093
C4399220,593683,0.24127
C4399224,592845,0.24161
C4399228,592004,0.24195
C4399232,591158,0.2423
C4399235,633599,3.33195
C4399239,630910,3.34619
C4399243,628221,3.36056
C4399247,625530,3.37506
C4399251,622838,3.38969
C4399255,620144,3.40445
C4399302,617449,3.41936
C4399309,612730,3.44577
C4399312,397866,0.17117
C4399316,395205,0.17233
C4399320,392567,0.17348
C4399324,389951,0.17465
C4399328,389951,0.00762
C4399331,389951,0.00102
C4399339,592461,3.56403
C4399413,569400,3.70888
C4399447,546247,3.86667
C4399521,523002,4.03923
C4399543,507914,4.15974
C4399547,507914,0.00904
C4399550,507914,0.00121
C4399554,507914,0.03086
C4399558,538578,0.26595
C4399602,304381,0.22375
C4399605,304381,0.02993
C4399608,882772,0.23359
C4399612,880386,0.23422
C4399616,651588,0.23268
C4399621,906039,0.10272
C4399624,907765,0.76634
C4399627,909495,0.10233
C4399725,271394,0.25094
C4399729,269956,0.25228
C4399733,268530,0.25362
C4399737,267114,0.25497
C4399741,267114,0.01112
C4399746,267114,0.09106
C4399749,267114,0.01218
C4399752,267114,0.01214
C4399755,414665,5.10085
C4399759,411890,5.13545
C4399803,409115,5.17052
C4399812,402870,5.25123
C4399813,402870,5.25123
C4399818,398707,5.30646
C4399825,395931,5.34393
C4399832,391074,5.4108
C4399836,386217,5.47937
C4399840,383442,5.51933
C4399844,380668,5.55987
C4399848,377894,5.60101
C4399852,375120,5.64277
C4399856,372348,5.68513
C4399900,239518,0.28434
C4399903,367497,5.76081
C4399907,364726,5.80495
C4399911,361957,5.84975
C4399915,359188,5.89525
C4399922,356421,5.94143
C4399928,350200,6.04796
C4399934,346056,6.12108
C4399940,341917,6.19591
C4399945,338471,6.25963
C4399949,335717,6.3115
C4399953,332965,6.36421
C4399957,330215,6.41777
C4400001,327468,6.47219
C4400005,324724,6.52748
C4400009,321983,6.58367
C4400013,319246,6.64075
C4400017,316511,6.6988
C4400021,313781,6.75776
C4400025,311054,6.81772
C4400029,308331,6.87866
C4400042,206351,0.33005
C4400044,205667,0.33114
C4400046,204980,0.33225
C4400048,204292,0.33337
C4400050,203601,0.3345
C4400349,203601,0.0
C4400357,282838,0.50643
C4400400,282838,0.06775
C4400404,311213,0.17194
C4400407,311213,0.023
C4400412,119301,0.57087
C4400416,117497,0.57964
C4400420,115711,0.58859
C4400424,113945,0.59771
C4400428,112203,0.60699
C4400432,110488,0.61641
C4400436,108803,0.62596
C4400456,165068,13.05296
C4400458,164475,13.10219
C4400501,163923,13.14836
C4400504,163414,13.19123
C4400508,162801,13.24324
C4400510,162523,13.26696
C4400512,162264,13.28915
C4400643,171160,12.56829
C4400645,171779,12.5211
C4400647,172415,12.47298
C4400649,173066,12.42412
C4400651,173732,12.37454
C4400706,133870,1.06999
C4400716,127858,1.1203
C4400726,122228,1.1719
C4400728,121151,1.18232
C4400730,120090,1.19277
C4400732,119046,1.20323
C4400734,118018,1.21371
C4400736,117009,1.22417
C4400744,196173,10.91114
C4400747,197676,10.82559
C4400750,199199,10.74029
C4400753,200742,10.65525
C4400756,202305,10.57049
C4400759,203886,10.48614
C4409021,3189857,0.66092
C4409540,3368202,0.62592
C4409544,3370434,0.62551
C4409548,3372666,0.62509
C4409552,3374897,0.62468
C4409556,3377129,0.62427
C4409600,3379360,0.62385
C4409604,3381591,0.62344
C4409608,3383822,0.62303
C4409612,3386053,0.62262
C4409616,3388284,0.62221
C4409620,3390515,0.6218
C4409624,3392746,0.62139
C4409946,3505260,0.60144
C4409952,3508598,0.60087
C4410004,3515273,0.59973
C4410010,3518611,0.59916
C4410016,3521948,0.59859
C4410022,3525285,0.59803
C4410028,3528621,0.59746
C4410034,3531958,0.5969
C4410040,3535294,0.59633
C4410046,3538630,0.59577
C4410052,3541966,0.59521
C4410058,3545301,0.59465
C4410104,3548637,0.59409
C4410110,3551972,0.59353
C4410116,3555306,0.59298
C4410122,3558641,0.59242
C4410128,3561976,0.59187
C4410134,3565310,0.59131
C4410140,3568644,0.59076
C4410146,3571978,0.59021
C4410152,3575311,0.58966
C4410158,3578644,0.58911
C4410204,3581978,0.58856
C4410210,3585310,0.58801
C4410216,3588643,0.58747
C4410222,3591976,0.58692
C4410228,3595308,0.58638
C4410234,3598640,0.58584
C4410240,3601972,0.58529
C4410246,3605303,0.58475
C4410252,3608635,0.58421
C4410258,3611966,0.58367
C4410304,3615297,0.58314
C4410310,3618628,0.5826
C4410316,3621958,0.58206
C4410322,3625288,0.58153
C4410328,3628619,0.581
C4410334,3631948,0.58046
C4410459,3677436,0.57328
C4410506,3681317,0.57268
C4410513,3685198,0.57207
C4410520,3689079,0.57147
C4410526,3694068,0.5707
C4410530,3696285,0.57036
C4410534,3698502,0.57002
C4410538,3700719,0.56967
C4410542,3702936,0.56933
C4410546,3705153,0.56899
C4410550,3707370,0.56865
C4410554,3709587,0.56831
C4410602,3714020,0.56763
C4410606,3716236,0.5673
C4410610,3718452,0.56696
C4410614,3720669,0.56662
C4410618,3722885,0.56628
C4410622,3725101,0.56595
C4410639,3732856,0.56477
C4410646,3736733,0.56418
C4410653,3740610,0.5636
C4410736,3764421,0.56003
C4410743,3768296,0.55946
C4410750,3772171,0.55888
C4410756,3777152,0.55815
C4410800,3779366,0.55782
C4410804,3781580,0.55749
C4410808,3783793,0.55717
C4410812,3786007,0.55684
C4410816,3788221,0.55652
C4410820,3790434,0.55619
C4410824,3792647,0.55587
C4410828,3794861,0.55554
C4410832,3797074,0.55522
C4410836,3799287,0.55489
C4410840,3801500,0.55457
C4410844,3803713,0.55425
C4410848,3805926,0.55393
C4410852,3808138,0.5536
C4410856,3810351,0.55328
C4410900,3812564,0.55296
C4410904,3814776,0.55264
C4410908,3816988,0.55232
C4410912,3819201,0.552
C4410916,3821413,0.55168
C4410920,3823625,0.55136
C4410924,3825837,0.55104
C4410928,3828049,0.55072
C4410932,3830261,0.55041
C4410936,3832473,0.55009
C4410940,3834685,0.54977
C4410944,3836896,0.54945
C4410948,3839108,0.54914
C4410952,3841319,0.54882
C4410956,3843531,0.54851
C4411000,3845742,0.54819
C4411004,3847953,0.54788
C4411008,3850164,0.54756
C4411012,3852375,0.54725
C4411016,3854586,0.54693
C4411020,3856797,0.54662
C4411024,3859008,0.54631
C4411028,3861218,0.54599
C4411032,3863429,0.54568
C4411036,3865640,0.54537
C4411040,3867850,0.54506
C4411044,3870060,0.54475
C4411048,3872271,0.54443
C4411110,3884426,4.05643
C4411113,3884426,0.54273
C4411117,3888293,4.0524
C4411120,3888293,0.54219
C4411124,3892159,4.04837
C4411127,3892159,0.54165
C4411131,3896026,0.54111
C4411135,3898235,0.54081
C4411139,3900445,0.5405
C4411143,3902654,0.5402
C4411147,3904863,0.53989
C4411151,3907072,0.53958
C4411155,3909281,0.53928
C4411159,3911489,0.53898
C4411203,3913698,0.53867
C4411207,3915907,0.53837
C4411211,3918115,0.53806
C4411337,3965580,3.97341
C4411341,3967787,3.9712
C4411345,3969993,3.969
C4411349,3972200,3.96679
C4411353,3974406,3.96459
C4411357,3976613,3.96239
C4411401,3978819,3.96019
C4411405,3981026,3.958
C4411409,3983232,3.9558
C4411413,3985438,3.95361
C4411417,3987644,3.95143
C4411421,3989850,3.94924
C4411425,3992056,3.94706
C4411429,3994262,3.94488
C4411433,3996467,3.9427
C4411437,3998673,3.94053
C4411727,4092341,3.85033
C4411730,4092341,0.51515
C4411734,4096195,3.8467
C4411737,4096195,0.51467
C4411741,4100049,3.84309
C4411744,4100049,0.51419
C4411748,4103902,3.83948
C4411751,4103902,0.5137
C4411755,4107756,3.83588
C4411758,4107756,0.51322
C4411802,4111609,3.83228
C4411805,4111609,0.51274
C4411809,4115462,3.82869
C4411812,4115462,0.51226
C4411816,4119314,3.82511
C4411819,4119314,0.51178
C4411823,4123166,3.82154
C4411826,4123166,0.5113
C4411830,4127019,3.81797
C4411833,4127019,0.51083
C4411837,4130871,3.81441
C4411840,4130871,0.51035
C4411847,4136373,3.80934
C4411851,4138574,3.80731
C4411855,4140774,3.80529
C4411859,4142975,3.80327
C4411903,4145176,3.80125
C4411907,4147376,3.79923
C4411911,4149577,3.79722
C4411915,4151777,3.7952
C4411919,4153977,3.79319
C4411923,4156178,3.79118
C4411927,4158378,3.78918
C4411931,4160578,3.78717
C4411935,4162778,3.78517
C4411939,4164978,3.78317
C4411943,4167178,3.78118
C4411947,4169377,3.77918
C4411951,4171577,0.50537
C4411955,4173777,0.5051
C4411959,4175976,0.50484
C4412003,4178176,0.50457
C4412007,4180375,0.50431
C4412011,4182575,0.50404
C4412015,4184774,0.50378
C4412019,4186973,0.50351
C4412023,4189172,0.50325
C4412027,4191371,0.50298
C4412031,4193570,0.50272
C4412035,4195769,0.50245
C4412039,4197968,0.50219
C4412043,4200167,0.50193
C4412047,4202366,0.50167
C4412051,4204564,0.5014
C4412055,4206763,0.50114
C4412059,4208961,0.50088
C4412103,4211160,0.50062
C4412111,4215556,3.73778
C4412114,4215556,0.5001
C4412118,4219403,3.73437
C4412121,4219403,0.49964
C4412125,4223250,3.73097
C4412128,4223250,0.49919
C4412132,4227096,3.72758
C4412135,4227096,0.49873
C4412139,4230942,3.72419
C4412142,4230942,0.49828
C4412146,4234788,3.7208
C4412149,4234788,0.49782
C4412227,4257310,3.70112
C4412230,4257310,0.49519
C4412234,4261155,3.69778
C4412237,4261155,0.49474
C4412241,4264999,3.69445
C4412244,4264999,0.4943
C4412248,4268843,3.69112
C4412251,4268843,0.49385
C4412255,4272687,3.6878
C4412258,4272687,0.49341
C4412302,4276530,3.68448
C4412305,4276530,0.49297
C4412309,4280374,3.68117
C4412312,4280374,0.49252
C4412316,4284217,3.67787
C4412319,4284217,0.49208
C4412323,4288060,3.67458
C4412326,4288060,0.49164
C4412330,4291903,3.67129
C4412333,4291903,0.4912
C4412337,4295745,3.668
C4412340,4295745,0.49076
C4412344,4299588,3.66472
C4412347,4299588,0.49032
C4412351,4303430,3.66145
C4412354,4303430,0.48988
C4412358,4307272,3.65819
C4412401,4307272,0.48945
C4412405,4311114,3.65492
C4412408,4311114,0.48901
C4412412,4314955,3.65167
C4412415,4314955,0.48858
C4412419,4318796,3.64842
C4412422,4318796,0.48814
C4412426,4322638,3.64518
C4412429,4322638,0.48771
C4412433,4326478,3.64194
C4412436,4326478,0.48727
C4412440,4330319,3.63871
C4412443,4330319,0.48684
C4412447,4334160,3.63549
C4412450,4334160,0.48641
C4412509,4346228,3.62539
C4412513,4348422,3.62356
C4412517,4350617,3.62174
C4412521,4352810,3.61991
C4412525,4355004,3.61809
C4412529,4357198,3.61627
C4412533,4359392,0.48359
C4412537,4361586,0.48335
C4412541,4363779,0.48311
C4412545,4365973,0.48287
C4412549,4368166,0.48262
C4412729,4422982,3.56248
C4412743,4429010,0.47599
C4412747,4432845,3.55455
C4412750,4432845,0.47558
C4412754,4436680,3.55148
C4412757,4436680,0.47517
C4412801,4440515,3.54841
C4412804,4440515,0.47476
C4412808,4444350,3.54535
C4412811,4444350,0.47435
C4412815,4448184,3.54229
C4412818,4448184,0.47394
C4412822,4452019,3.53924
C4412825,4452019,0.47353
C4412829,4455853,3.5362
C4412832,4455853,0.47312
C4413048,4531947,0.46518
C4413054,4535230,0.46484
C4413100,4538512,0.46451
C4413106,4541795,0.46417
C4413112,4545078,0.46384
C4413118,4548360,0.4635
C4413124,4551642,0.46317
C4413130,4554924,0.46283
C4413136,4558206,0.4625
C4413142,4561488,0.46217
C4413148,4564770,0.46184
C4413315,4612339,0.45707
C4413321,4615619,0.45675
C4413327,4618898,0.45642
C4413333,4622177,0.4561
C4413339,4625457,0.45578
C4413345,4628736,0.45545
C4413351,4632015,0.45513
C4413357,4635293,0.45481
C4413540,4691558,3.35853
C4413544,4693743,3.35696
C4413548,4695927,3.3554
C4413552,4698111,3.35384
C4413556,4700295,3.35228
C4413600,4702479,3.35073
C4413604,4704663,3.34917
C4413608,4706847,3.34762
C4413612,4709031,3.34606
C4413616,4711215,3.34451
C4413620,4713398,3.34296
C4413624,4715582,3.34142
C4413628,4717766,3.33987
C4413632,4719949,3.33832
C4413636,4722133,3.33678
